year mo dd hr mn sc dsub1_Bx dsub1_By dsub1_Bz dsub2_Bx dsub2_By dsub2_Bz dsub3_Bx dsub3_By dsub3_Bz dsub4_Bx dsub4_By dsub4_Bz dsub5_Bx dsub5_By dsub5_Bz
2014 07 15 15 20 46 -42.875487 -9.255176 -41.764125 -32.950906 27.624394 -15.898355 38.171746 8.606316 -32.537793 19.515641 11.671700 -20.424567 -6.077041 -37.808679 -60.846017
2014 07 15 15 20 47 -42.852838 -9.150272 -41.677102 -32.880572 27.630355 -15.837559 38.248040 8.408428 -32.662962 19.653924 11.546530 -20.429336 -6.006708 -37.831328 -60.903238
2014 07 15 15 20 47 -42.842109 -9.308820 -41.631803 -32.785205 27.411010 -15.839943 38.354136 8.227230 -32.628392 19.634850 11.496462 -20.359002 -6.092538 -37.892125 -60.978339
2014 07 15 15 20 47 -42.710978 -9.351736 -41.686639 -32.886533 27.354981 -16.033062 38.293340 8.173586 -32.642697 19.622930 11.417784 -20.325623 -6.104459 -37.845633 -61.034368
2014 07 15 15 20 47 -42.757470 -9.459024 -41.724786 -32.869843 27.605321 -15.857824 38.261153 8.433462 -32.623623 19.708760 11.534609 -20.389996 -6.023397 -37.850402 -60.917543
2014 07 15 15 20 48 -42.790849 -9.259944 -41.655644 -32.850770 27.486112 -15.730270 38.370826 8.216501 -32.540177 19.677766 11.459507 -20.395957 -6.080617 -37.896893 -60.959266
2014 07 15 15 20 48 -42.683560 -9.326702 -41.667565 -32.861499 27.465846 -15.974649 38.315989 8.173586 -32.574748 19.661077 11.485733 -20.344697 -6.074657 -37.907622 -60.977147
2014 07 15 15 20 48 -42.732436 -9.335046 -41.752204 -32.880572 27.360942 -16.080746 38.327910 8.186699 -32.566403 19.603856 11.395134 -20.326816 -6.149759 -37.799142 -61.084436
2014 07 15 15 20 48 -42.757470 -9.454256 -41.709289 -32.919911 27.333524 -16.091475 38.227775 8.381010 -32.507990 19.538291 11.588253 -20.397149 -6.270160 -37.774108 -61.014102
2014 07 15 15 20 49 -42.737205 -9.349351 -41.761741 -32.928256 27.503993 -16.316780 38.141944 8.499027 -32.568787 19.532330 11.669315 -20.432912 -6.240358 -37.713311 -60.974763
2014 07 15 15 20 49 -42.856414 -9.169345 -41.793927 -32.907990 27.642276 -15.903124 38.254001 8.586050 -32.547329 19.565709 11.675276 -20.485364 -5.997171 -37.817023 -60.882972
2014 07 15 15 20 49 -42.845685 -9.218221 -41.709289 -32.873420 27.552869 -15.905508 38.336255 8.394123 -32.593821 19.668229 11.492886 -20.436488 -6.059160 -37.862323 -60.934232
2014 07 15 15 20 49 -42.746741 -9.249216 -41.643723 -32.810239 27.471806 -15.909084 38.370826 8.276106 -32.642697 19.643195 11.486925 -20.338736 -6.071081 -37.915967 -60.973571
2014 07 15 15 20 50 -42.765815 -9.393459 -41.693791 -32.919911 27.408626 -16.087898 38.295724 8.231998 -32.577132 19.606240 11.496462 -20.339929 -6.199827 -37.869475 -61.072515
2014 07 15 15 20 50 -42.739589 -9.386306 -41.776046 -32.915143 27.402665 -16.167768 38.237311 8.479954 -32.540177 19.535907 11.595406 -20.424567 -6.257047 -37.760995 -60.998605
2014 07 15 15 20 50 -42.875487 -9.212261 -41.690215 -32.875804 27.552869 -15.862593 38.339831 8.386970 -32.602166 19.688495 11.489309 -20.394765 -6.032934 -37.870667 -60.910390
2014 07 15 15 20 50 -42.733628 -9.329086 -41.638955 -32.891301 27.413394 -15.991339 38.369634 8.204580 -32.595013 19.591935 11.458315 -20.349465 -6.105651 -37.912391 -60.965226
2014 07 15 15 20 51 -42.764623 -9.314781 -41.698560 -32.856730 27.353789 -16.046175 38.290955 8.183123 -32.579516 19.609817 11.439241 -20.338736 -6.125917 -37.813447 -61.047481
2014 07 15 15 20 51 -42.764623 -9.410148 -41.772469 -32.887725 27.480151 -16.176113 38.242080 8.513332 -32.604550 19.526370 11.620440 -20.440064 -6.236782 -37.759803 -60.925887
2014 07 15 15 20 51 -42.856414 -9.290939 -41.919097 -32.898454 27.581479 -16.097435 38.112142 8.669497 -32.566403 19.532330 11.665739 -20.454370 -6.184329 -37.772916 -60.890125
